febA    chA_1   chA_2   febB    chB_1   chB_2   x               y
1	0	1	-1	0	1	  0.0000	0.0000
1	2	3	-1	2	3	 51.3875	0.0000
1	4	5	-1	4	5	103.1875	0.0000
1	6	7	-1	6	7	154.5750	0.0000
1	8	9	-1	8	9	206.3750	0.0000
1	10	11	-1	10	11	257.7625	0.0000
1	12	13	-1	12	13	309.5625	0.0000
1	14	15	-1	14	15	360.9500	0.0000
1	16	17	-1	16	17	412.7500	0.0000
1	18	19	-1	18	19	464.1375	0.0000
1	20	21	-1	20	21	515.9375	0.0000
1	22	23	-1	22	23	567.3250	0.0000
1	24	25	-1	24	25	619.1250	0.0000
1	26	27	-1	26	27	670.5125	0.0000
1	28	29	-1	28	29	722.3125	0.0000
1	30	31	-1	30	31	773.7000	0.0000
1	32	33	-1	32	33	 42.0000	-29.3250
1	34	35	-1	34	35	 93.3875	-29.3250
1	36	37	-1	36	37	145.1875	-29.3250
1	38	39	-1	38	39	196.5750	-29.3250
1	40	41	-1	40	41	248.3750	-29.3250
1	42	43	-1	42	43	299.7625	-29.3250
1	44	45	-1	44	45	351.5625	-29.3250
1	46	47	-1	46	47	402.9500	-29.3250
1	48	49	-1	48	49	454.7500	-29.3250
1	50	51	-1	50	51	506.1375	-29.3250
1	52	53	-1	52	53	557.9375	-29.3250
1	54	55	-1	54	55	609.3250	-29.3250
1	56	57	-1	56	57	661.1250	-29.3250
1	58	59	-1	58	59	712.5125	-29.3250
1	60	61	-1	60	61	764.3125	-29.3250
1	62	63	-1	62	63	815.7000	-29.3250
0	0	1	-2	0	1	 84.0000	-58.6500
0	2	3	-2	2	3	135.3875	-58.6500
0	4	5	-2	4	5	187.1875	-58.6500
0	6	7	-2	6	7	238.5750	-58.6500
0	8	9	-2	8	9	290.3750	-58.6500
0	10	11	-2	10	11	341.7625	-58.6500
0	12	13	-2	12	13	393.5625	-58.6500
0	14	15	-2	14	15	444.9500	-58.6500
0	16	17	-2	16	17	496.7500	-58.6500
0	18	19	-2	18	19	548.1375	-58.6500
0	20	21	-2	20	21	599.9375	-58.6500
0	22	23	-2	22	23	651.3250	-58.6500
0	24	25	-2	24	25	703.1250	-58.6500
0	26	27	-2	26	27	754.5125	-58.6500
0	28	29	-2	28	29	806.3125	-58.6500
0	30	31	-2	30	31	857.7000	-58.6500
0	32	33	-2	32	33	126.0000	-87.9750
0	34	35	-2	34	35	177.3875	-87.9750
0	36	37	-2	36	37	229.1875	-87.9750
0	38	39	-2	38	39	280.5750	-87.9750
0	40	41	-2	40	41	332.3750	-87.9750
0	42	43	-2	42	43	383.7625	-87.9750
0	44	45	-2	44	45	435.5625	-87.9750
0	46	47	-2	46	47	486.9500	-87.9750
0	48	49	-2	48	49	538.7500	-87.9750
0	50	51	-2	50	51	590.1375	-87.9750
0	52	53	-2	52	53	641.9375	-87.9750
0	54	55	-2	54	55	693.3250	-87.9750
0	56	57	-2	56	57	745.1250	-87.9750
0	58	59	-2	58	59	796.5125	-87.9750
0	60	61	-2	60	61	848.3125	-87.9750
0	62	63	-2	62	63	899.7000	-87.9750
